,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
196,[],[],[],[],[],[2],[],error,error,error,error,error,2,error,error,error,error,error,error,error,error,error,error,error
197,"[-31, -3, -10, 16, 4, 15, -16, 6, 9, 6, 2]","[6, 9, -10, 6, -31, 2, 15, -16, -3, 4, 16]","[-29, -1, -8, 18, 6, 17, -14, 8, 11, 8, 4]","[-62, -6, -20, 32, 8, 30, -32, 12, 18, 12, 4]","[-0.03225806451612903, -0.3333333333333333, -0.1, 0.0625, 0.25, 0.06666666666666667, -0.0625, 0.16666666666666666, 0.1111111111111111, 0.16666666666666666, 0.5]","[-31, -3, -10, 16, 4, 15, -16, 6, 9, 2, 6, 2]","[-31, -3, -10, 16, 4, 15, -16, 6, 9, 6]",9256550400,9256550400,16792731648,18957415219200,1.0803160538076904e-10,18513100800,4628275200,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
198,[],[],[],[],[],[2],[],error,error,error,error,error,2,error,error,error,error,error,error,error,error,error,error,error
199,"[-1, 19, 20, 8, -13]","[-13, 19, 8, -1, 20]","[1, 21, 22, 10, -11]","[-2, 38, 40, 16, -26]","[-1.0, 0.05263157894736842, 0.05, 0.125, -0.07692307692307693]","[-1, 19, 20, 2, 8, -13]","[-1, 19, 20, 8]",39520,39520,-50820,1264640,2.530364372469636e-05,79040,-3040,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
200,"[-21, 4, -15]","[-21, -15, 4]","[-19, 6, -13]","[-42, 8, -30]","[-0.047619047619047616, 0.25, -0.06666666666666667]","[-21, 4, 2, -15]","[-21, 4]",1260,1260,1482,10080,0.0007936507936507935,2520,-84,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
201,"[4, -24, -2]","[-2, -24, 4]","[6, -22, 0]","[8, -48, -4]","[0.25, -0.041666666666666664, -0.5]","[4, 2, -24, -2]","[4, -2]",192,192,0,1536,0.005208333333333333,384,-8,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
202,"[-12, -22]","[-22, -12]","[-10, -20]","[-24, -44]","[-0.08333333333333333, -0.045454545454545456]","[2, -12, -22]",[-22],264,264,200,1056,0.003787878787878788,528,-22,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
203,[22],[22],[24],[44],[0.045454545454545456],"[2, 22]",[],22,22,24,44,0.045454545454545456,44,error,No-violate,No-violate,No-violate,No-violate,error,0,0,0,0,error
204,"[-13, 14, 9, 6]","[14, 9, 6, -13]","[-11, 16, 11, 8]","[-26, 28, 18, 12]","[-0.07692307692307693, 0.07142857142857142, 0.1111111111111111, 0.16666666666666666]","[-13, 14, 9, 2, 6]","[-13, 14, 9]",-9828,-9828,-15488,-157248,-0.00010175010175010175,-19656,-1638,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
205,"[21, -15, -10, 21, 11, -7, -11, -16, 28, 12, 21, -11, 16, -7]","[-11, 21, 12, -11, -16, -10, 21, 21, -7, 11, -15, 28, -7, 16]","[23, -13, -8, 23, 13, -5, -9, -14, 30, 14, 23, -9, 18, -5]","[42, -30, -20, 42, 22, -14, -22, -32, 56, 24, 42, -22, 32, -14]","[0.047619047619047616, -0.06666666666666667, -0.1, 0.047619047619047616, 0.09090909090909091, -0.14285714285714285, -0.09090909090909091, -0.0625, 0.03571428571428571, 0.08333333333333333, 0.047619047619047616, -0.09090909090909091, 0.0625, -0.14285714285714285]","[21, -15, 2, -10, 21, 11, -7, -11, -16, 28, 12, 21, -11, 16, -7]","[21, -10, 21, 11, -7, -11, -16, 28, 12, 21, -11, 16, -7]",-7792961334681600,-7792961334681600,-3525616405584000,-127679878507423334400,-1.2832092410745382e-16,-15585922669363200,519530755645440,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
206,"[5, 3, 18, -2, 3, 11, 14]","[5, -2, 3, 3, 18, 11, 14]","[7, 5, 20, 0, 5, 13, 16]","[10, 6, 36, -4, 6, 22, 28]","[0.2, 0.3333333333333333, 0.05555555555555555, -0.5, 0.3333333333333333, 0.09090909090909091, 0.07142857142857142]","[5, 3, 18, -2, 2, 3, 11, 14]","[5, 3, 18, -2, 3, 11]",-249480,-249480,0,-31933440,-4.008337341670674e-06,-498960,-17820,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
207,"[-30, -23, -13, 12, 5, 19, 20, 10, 15, 11, -21]","[15, 5, -23, 10, -13, -30, 12, 11, -21, 20, 19]","[-28, -21, -11, 14, 7, 21, 22, 12, 17, 13, -19]","[-60, -46, -26, 24, 10, 38, 40, 20, 30, 22, -42]","[-0.03333333333333333, -0.043478260869565216, -0.07692307692307693, 0.08333333333333333, 0.2, 0.05263157894736842, 0.05, 0.1, 0.06666666666666667, 0.09090909090909091, -0.047619047619047616]","[-30, -23, -13, 12, 2, 5, 19, 20, 10, 15, 11, -21]","[-30, -23, 12, 5, 19, 20, 10, 15, 11, -21]",7086479400000,7086479400000,14755882325184,14513109811200000,1.4111379481326087e-13,14172958800000,-545113800000,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
208,"[-22, 21, -7, -25, 18, -29, -21, -10, 10, -10, -32]","[-32, -29, -25, -7, -10, 18, 21, 10, -10, -22, -21]","[-20, 23, -5, -23, 20, -27, -19, -8, 12, -8, -30]","[-44, 42, -14, -50, 36, -58, -42, -20, 20, -20, -64]","[-0.045454545454545456, 0.047619047619047616, -0.14285714285714285, -0.04, 0.05555555555555555, -0.034482758620689655, -0.047619047619047616, -0.1, 0.1, -0.1, -0.03125]","[-22, 21, -7, -25, 18, -29, -21, -10, 10, 2, -10, -32]","[-22, -7, -25, 18, -29, -21, -10, 10, -10, -32]",28360886400000,28360886400000,12505052160000,58083095347200000,3.5259828832430285e-14,56721772800000,1350518400000,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
209,"[-2, 14, 8, 6, -17]","[8, -2, -17, 6, 14]","[0, 16, 10, 8, -15]","[-4, 28, 16, 12, -34]","[-0.5, 0.07142857142857142, 0.125, 0.16666666666666666, -0.058823529411764705]","[2, -2, 14, 8, 6, -17]","[-2, 14, 8, 6]",22848,22848,0,731136,4.3767507002801114e-05,45696,-1344,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
210,"[-2, -8, 7, -17, 12, 1, -4, -19, -18, 5, -16]","[5, -16, 7, -19, -4, -17, -8, 12, -18, 1, -2]","[0, -6, 9, -15, 14, 3, -2, -17, -16, 7, -14]","[-4, -16, 14, -34, 24, 2, -8, -38, -36, 10, -32]","[-0.5, -0.125, 0.14285714285714285, -0.058823529411764705, 0.08333333333333333, 1.0, -0.25, -0.05263157894736842, -0.05555555555555555, 0.2, -0.0625]","[-2, -8, 7, 2, -17, 12, 1, -4, -19, -18, 5, -16]","[-2, -8, 7, -17, 12, 1, -4, -19, -18, 5]",-2500485120,-2500485120,0,-5120993525760,-3.9992239585892824e-10,-5000970240,156280320,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
211,"[8, 18, 0, -12, -4, -4, 24, 15, -16, 25, -15, 13, -15, 14]","[-4, -16, -15, -15, 13, 14, 18, -12, 15, 25, 24, 0, 8, -4]","[10, 20, 2, -10, -2, -2, 26, 17, -14, 27, -13, 15, -13, 16]","[16, 36, 0, -24, -8, -8, 48, 30, -32, 50, -30, 26, -30, 28]","[0.125, 0.05555555555555555, 'ZeroDivisionError', -0.08333333333333333, -0.25, -0.25, 0.041666666666666664, 0.06666666666666667, -0.0625, 0.04, -0.06666666666666667, 0.07692307692307693, -0.06666666666666667, 0.07142857142857142]","[8, 18, 0, -12, -4, -4, 2, 24, 15, -16, 25, -15, 13, -15, 14]","[8, 18, 0, -12, -4, -4, 24, 15, -16, 25, -15, 13, 14]",0,0,108425640960000,0,error,0,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
212,"[2, -20, 8, 28, 1, 8, 16, -6, -11]","[-20, 28, 8, 1, 2, 8, -11, -6, 16]","[4, -18, 10, 30, 3, 10, 18, -4, -9]","[4, -40, 16, 56, 2, 16, 32, -12, -22]","[0.5, -0.05, 0.125, 0.03571428571428571, 1.0, 0.125, 0.0625, -0.16666666666666666, -0.09090909090909091]","[2, 2, -20, 8, 28, 1, 8, 16, -6, -11]","[2, -20, 8, 28, 8, 16, -6, -11]",-75694080,-75694080,-419904000,-38755368960,-1.321107278138528e-08,-151388160,-75694080,Violate,Violate,Violate,Violate,No-violate,1,1,1,1,0
213,"[-16, 13]","[13, -16]","[-14, 15]","[-32, 26]","[-0.0625, 0.07692307692307693]","[-16, 2, 13]",[-16],-208,-208,-210,-832,-0.004807692307692308,-416,-16,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
214,"[10, 8, 10, -10, -5, -3]","[-10, 10, 8, 10, -5, -3]","[12, 10, 12, -8, -3, -1]","[20, 16, 20, -20, -10, -6]","[0.1, 0.125, 0.1, -0.1, -0.2, -0.3333333333333333]","[2, 10, 8, 10, -10, -5, -3]","[10, 8, -10, -5, -3]",-120000,-120000,-34560,-7680000,-8.333333333333335e-06,-240000,-12000,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
215,"[9, -7, -18, -20, -19, 19, -16, 5, -6, -19, 16, -3, 18, -6]","[5, -19, 18, 9, -16, -18, -3, 19, -7, -20, -6, 16, -6, -19]","[11, -5, -16, -18, -17, 21, -14, 7, -4, -17, 18, -1, 20, -4]","[18, -14, -36, -40, -38, 38, -32, 10, -12, -38, 32, -6, 36, -12]","[0.1111111111111111, -0.14285714285714285, -0.05555555555555555, -0.05, -0.05263157894736842, 0.05263157894736842, -0.0625, 0.2, -0.16666666666666666, -0.05263157894736842, 0.0625, -0.3333333333333333, 0.05555555555555555, -0.16666666666666666]","[9, -7, -18, -20, -19, 19, -16, 5, -6, -19, 16, -3, 18, 2, -6]","[-7, -18, -20, -19, 19, -16, 5, -6, -19, 16, -3, 18, -6]",-387088334438400,-387088334438400,-54265133260800,-6342055271438745600,-2.5833896582050997e-15,-774176668876800,-43009814937600,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
216,[-2],[-2],[0],[-4],[-0.5],"[2, -2]",[],-2,-2,0,-4,-0.5,-4,error,No-violate,Violate,Violate,Violate,error,0,1,1,1,error
217,"[-6, 0, -1, -10]","[0, -10, -6, -1]","[-4, 2, 1, -8]","[-12, 0, -2, -20]","[-0.16666666666666666, 'ZeroDivisionError', -1.0, -0.1]","[-6, 2, 0, -1, -10]","[-6, 0, -10]",0,0,64,0,error,0,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
218,"[21, -9, -20, -29, 20]","[-20, -29, 20, -9, 21]","[23, -7, -18, -27, 22]","[42, -18, -40, -58, 40]","[0.047619047619047616, -0.1111111111111111, -0.05, -0.034482758620689655, 0.05]","[21, -9, -20, -29, 20, 2]","[21, -9, -20, -29]",-2192400,-2192400,-1721412,-70156800,-4.561211457763182e-07,-4384800,-109620,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
219,"[9, 12, 10, -6]","[10, 12, 9, -6]","[11, 14, 12, -4]","[18, 24, 20, -12]","[0.1111111111111111, 0.08333333333333333, 0.1, -0.16666666666666666]","[9, 12, 2, 10, -6]","[9, 12, -6]",-6480,-6480,-7392,-103680,-0.00015432098765432098,-12960,-648,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
220,"[-27, 23, 15]","[23, 15, -27]","[-25, 25, 17]","[-54, 46, 30]","[-0.037037037037037035, 0.043478260869565216, 0.06666666666666667]","[2, -27, 23, 15]","[-27, 23]",-9315,-9315,-10625,-74520,-0.00010735373054213632,-18630,-621,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
221,"[-14, 4, 0, -18, -13, -2, 20, -20, 20, 14, 4, 11]","[-13, 14, 11, 20, -2, 4, -14, 4, 20, -18, 0, -20]","[-12, 6, 2, -16, -11, 0, 22, -18, 22, 16, 6, 13]","[-28, 8, 0, -36, -26, -4, 40, -40, 40, 28, 8, 22]","[-0.07142857142857142, 0.25, 'ZeroDivisionError', -0.05555555555555555, -0.07692307692307693, -0.5, 0.05, -0.05, 0.05, 0.07142857142857142, 0.25, 0.09090909090909091]","[-14, 4, 0, -18, -13, 2, -2, 20, -20, 20, 14, 4, 11]","[-14, 4, 0, -18, -13, -2, 20, -20, 14, 4, 11]",0,0,0,0,error,0,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
222,"[8, -24, -9, -9]","[8, -9, -9, -24]","[10, -22, -7, -7]","[16, -48, -18, -18]","[0.125, -0.041666666666666664, -0.1111111111111111, -0.1111111111111111]","[8, -24, -9, -9, 2]","[8, -24, -9]",-15552,-15552,-10780,-248832,-6.430041152263374e-05,-31104,1728,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
223,"[-3, 3]","[3, -3]","[-1, 5]","[-6, 6]","[-0.3333333333333333, 0.3333333333333333]","[2, -3, 3]",[3],-9,-9,-5,-36,-0.1111111111111111,-18,3,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
224,[23],[23],[25],[46],[0.043478260869565216],"[23, 2]",[],23,23,25,46,0.043478260869565216,46,error,No-violate,No-violate,No-violate,No-violate,error,0,0,0,0,error
225,[],[],[],[],[],[2],[],error,error,error,error,error,2,error,error,error,error,error,error,error,error,error,error,error
226,"[1, 20, -15, 14, 25, -11, 17, 22, 8, 4, 1, 14, -8, 26]","[14, 4, 1, 17, 22, -8, 8, 20, 25, -11, -15, 1, 26, 14]","[3, 22, -13, 16, 27, -9, 19, 24, 10, 6, 3, 16, -6, 28]","[2, 40, -30, 28, 50, -22, 34, 44, 16, 8, 2, 28, -16, 52]","[1.0, 0.05, -0.06666666666666667, 0.07142857142857142, 0.04, -0.09090909090909091, 0.058823529411764705, 0.045454545454545456, 0.125, 0.25, 1.0, 0.07142857142857142, -0.125, 0.038461538461538464]","[1, 20, -15, 14, 25, -11, 17, 22, 2, 8, 4, 1, 14, -8, 26]","[1, 20, -15, 14, -11, 17, 22, 8, 4, 1, 14, -8, 26]",-40252692480000,-40252692480000,-736003968860160,-659500113592320000,-2.4843058647489515e-14,-80505384960000,-1610107699200,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
227,"[-30, -22, -20, -20, -14]","[-30, -20, -22, -20, -14]","[-28, -20, -18, -18, -12]","[-60, -44, -40, -40, -28]","[-0.03333333333333333, -0.045454545454545456, -0.05, -0.05, -0.07142857142857142]","[-30, -22, 2, -20, -20, -14]","[-30, -20, -20, -14]",-3696000,-3696000,-2177280,-118272000,-2.705627705627706e-07,-7392000,168000,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
228,"[10, -19, 12, -14, -29, -22, -11, -30, -29]","[-11, 12, -30, -14, 10, -19, -29, -22, -29]","[12, -17, 14, -12, -27, -20, -9, -28, -27]","[20, -38, 24, -28, -58, -44, -22, -60, -58]","[0.1, -0.05263157894736842, 0.08333333333333333, -0.07142857142857142, -0.034482758620689655, -0.045454545454545456, -0.09090909090909091, -0.03333333333333333, -0.034482758620689655]","[10, -19, 12, -14, -29, -22, -11, 2, -30, -29]","[10, -19, 12, -14, -22, -11, -30, -29]",-194892667200,-194892667200,-125920811520,-99785045606400,-5.131029373074328e-12,-389785334400,6720436800,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
229,"[-11, 13, 23, -15, 13, 0, 10, 22, 19, -3, -31]","[13, 19, 0, 10, 13, -3, 23, -11, 22, -15, -31]","[-9, 15, 25, -13, 15, 2, 12, 24, 21, -1, -29]","[-22, 26, 46, -30, 26, 0, 20, 44, 38, -6, -62]","[-0.09090909090909091, 0.07692307692307693, 0.043478260869565216, -0.06666666666666667, 0.07692307692307693, 'ZeroDivisionError', 0.1, 0.045454545454545456, 0.05263157894736842, -0.3333333333333333, -0.03225806451612903]","[-11, 13, 23, 2, -15, 13, 0, 10, 22, 19, -3, -31]","[-11, 13, 23, -15, 0, 10, 22, 19, -3, -31]",0,0,230859720000,0,error,0,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
230,"[-12, 2, -18, -22, -21, 1, 4, 3, -13, -15, -7, -3, 21]","[-15, 3, -12, -18, 1, -13, -7, 21, 2, -22, -3, -21, 4]","[-10, 4, -16, -20, -19, 3, 6, 5, -11, -13, -5, -1, 23]","[-24, 4, -36, -44, -42, 2, 8, 6, -26, -30, -14, -6, 42]","[-0.08333333333333333, 0.5, -0.05555555555555555, -0.045454545454545456, -0.047619047619047616, 1.0, 0.25, 0.3333333333333333, -0.07692307692307693, -0.06666666666666667, -0.14285714285714285, -0.3333333333333333, 0.047619047619047616]","[2, -12, 2, -18, -22, -21, 1, 4, 3, -13, -15, -7, -3, 21]","[-12, 2, -22, -21, 1, 4, 3, -13, -15, -7, -3, 21]",205958712960,205958712960,359948160000,1687213776568320,4.85534205194909e-12,411917425920,-11442150720,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
231,"[-24, 4, 15, -15, -19, -24, -20, 1, 5, -15, -21]","[-24, -24, -21, -20, -15, -19, 15, 1, 5, -15, 4]","[-22, 6, 17, -13, -17, -22, -18, 3, 7, -13, -19]","[-48, 8, 30, -30, -38, -48, -40, 2, 10, -30, -42]","[-0.041666666666666664, 0.25, 0.06666666666666667, -0.06666666666666667, -0.05263157894736842, -0.041666666666666664, -0.05, 1.0, 0.2, -0.06666666666666667, -0.047619047619047616]","[2, -24, 4, 15, -15, -19, -24, -20, 1, 5, -15, -21]","[-24, 4, -15, -19, -24, -20, 1, 5, -15, -21]",-310262400000,-310262400000,-1018653684048,-635417395200000,-3.2230782718112145e-12,-620524800000,-20684160000,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
232,"[-16, -16, 6, 9, 8, -7, -11, 4, 12, -8, -16, -1, 11]","[-1, 6, -7, -16, 11, 4, 8, -16, -11, -16, -8, 9, 12]","[-14, -14, 8, 11, 10, -5, -9, 6, 14, -6, -14, 1, 13]","[-32, -32, 12, 18, 16, -14, -22, 8, 24, -16, -32, -2, 22]","[-0.0625, -0.0625, 0.16666666666666666, 0.1111111111111111, 0.125, -0.14285714285714285, -0.09090909090909091, 0.25, 0.08333333333333333, -0.125, -0.0625, -1.0, 0.09090909090909091]","[-16, -16, 6, 9, 2, 8, -7, -11, 4, 12, -8, -16, -1, 11]","[-16, -16, 6, 9, 8, -7, -11, 4, -8, -16, -1, 11]",-575517229056,-575517229056,711956044800,-4714637140426752,-1.7375674428379209e-12,-1151034458112,-47959769088,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
233,"[7, -15, -10, 1, -7, -11, -12, -1, 6, 28, -7]","[-12, 6, -7, -1, 1, 28, -11, -7, 7, -15, -10]","[9, -13, -8, 3, -5, -9, -10, 1, 8, 30, -5]","[14, -30, -20, 2, -14, -22, -24, -2, 12, 56, -14]","[0.14285714285714285, -0.06666666666666667, -0.1, 1.0, -0.14285714285714285, -0.09090909090909091, -0.08333333333333333, -1.0, 0.16666666666666666, 0.03571428571428571, -0.14285714285714285]","[7, -15, -10, 1, -7, -11, -12, 2, -1, 6, 28, -7]","[7, -15, -10, 1, -7, -12, -1, 6, 28, -7]",-1140955200,-1140955200,1516320000,-2336676249600,-8.764586024061242e-10,-2281910400,103723200,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
234,"[8, 15, 0, -15, 6]","[15, 6, 8, 0, -15]","[10, 17, 2, -13, 8]","[16, 30, 0, -30, 12]","[0.125, 0.06666666666666667, 'ZeroDivisionError', -0.06666666666666667, 0.16666666666666666]","[8, 15, 0, -15, 2, 6]","[8, 15, -15, 6]",0,0,-35360,0,error,0,-10800,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
235,"[17, 4, 14]","[14, 17, 4]","[19, 6, 16]","[34, 8, 28]","[0.058823529411764705, 0.25, 0.07142857142857142]","[17, 2, 4, 14]","[17, 4]",952,952,1824,7616,0.0010504201680672268,1904,68,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
236,"[10, 11, -9]","[10, -9, 11]","[12, 13, -7]","[20, 22, -18]","[0.1, 0.09090909090909091, -0.1111111111111111]","[10, 11, -9, 2]","[10, 11]",-990,-990,-1092,-7920,-0.00101010101010101,-1980,110,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
237,"[-9, 5, -6]","[5, -6, -9]","[-7, 7, -4]","[-18, 10, -12]","[-0.1111111111111111, 0.2, -0.16666666666666666]","[-9, 2, 5, -6]","[5, -6]",270,270,196,2160,0.003703703703703704,540,-30,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
238,[],[],[],[],[],[2],[],error,error,error,error,error,2,error,error,error,error,error,error,error,error,error,error,error
239,"[-9, 3, 3, -13, 24, -9, 7, 32]","[24, -9, -9, 3, 3, 7, -13, 32]","[-7, 5, 5, -11, 26, -7, 9, 34]","[-18, 6, 6, -26, 48, -18, 14, 64]","[-0.1111111111111111, 0.3333333333333333, 0.3333333333333333, -0.07692307692307693, 0.041666666666666664, -0.1111111111111111, 0.14285714285714285, 0.03125]","[-9, 3, 3, -13, 2, 24, -9, 7, 32]","[-9, 3, -13, 24, -9, 7, 32]",-50948352,-50948352,-107207100,-13042778112,-1.9627720245004193e-08,-101896704,-16982784,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
240,"[-17, -10, 3, -21, 9]","[-17, -10, 9, -21, 3]","[-15, -8, 5, -19, 11]","[-34, -20, 6, -42, 18]","[-0.058823529411764705, -0.1, 0.3333333333333333, -0.047619047619047616, 0.1111111111111111]","[-17, -10, 2, 3, -21, 9]","[-17, -10, -21, 9]",-96390,-96390,-125400,-3084480,-1.0374520178441746e-05,-192780,-32130,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
241,"[14, 6, -16, 14, -22, -1]","[14, -22, 6, 14, -16, -1]","[16, 8, -14, 16, -20, 1]","[28, 12, -32, 28, -44, -2]","[0.07142857142857142, 0.16666666666666666, -0.0625, 0.07142857142857142, -0.045454545454545456, -1.0]","[14, 6, -16, 14, -22, 2, -1]","[14, 6, -16, 14, -22]",-413952,-413952,573440,-26492928,-2.4157390228818798e-06,-827904,413952,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
242,"[-16, 18, -5]","[-5, 18, -16]","[-14, 20, -3]","[-32, 36, -10]","[-0.0625, 0.05555555555555555, -0.2]","[-16, 2, 18, -5]","[-16, -5]",1440,1440,840,11520,0.0006944444444444445,2880,80,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
243,"[10, 13, 8, -18, 8, -5, -1]","[-5, -18, 13, -1, 8, 10, 8]","[12, 15, 10, -16, 10, -3, 1]","[20, 26, 16, -36, 16, -10, -2]","[0.1, 0.07692307692307693, 0.125, -0.05555555555555555, 0.125, -0.2, -1.0]","[10, 13, 8, -18, 2, 8, -5, -1]","[10, 8, -18, 8, -5, -1]",-748800,-748800,864000,-95846400,-1.3354700854700855e-06,-1497600,-57600,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
244,"[11, -10, -1, -4, 5, -14, 3, 23, -8, 16, 8, -15, -14]","[-14, -14, -1, 8, 3, 5, -15, -8, 16, -4, 11, 23, -10]","[13, -8, 1, -2, 7, -12, 5, 25, -6, 18, 10, -13, -12]","[22, -20, -2, -8, 10, -28, 6, 46, -16, 32, 16, -30, -28]","[0.09090909090909091, -0.1, -1.0, -0.25, 0.2, -0.07142857142857142, 0.3333333333333333, 0.043478260869565216, -0.125, 0.0625, 0.125, -0.06666666666666667, -0.07142857142857142]","[11, -10, -1, -4, 5, -14, 3, 23, -8, 16, 8, -15, 2, -14]","[11, -1, -4, 5, -14, 3, 23, -8, 16, 8, -15, -14]",-457003008000,-457003008000,367960320000,-3743768641536000,-2.1881694047843117e-12,-914006016000,45700300800,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
245,[-19],[-19],[-17],[-38],[-0.05263157894736842],"[2, -19]",[],-19,-19,-17,-38,-0.05263157894736842,-38,error,No-violate,Violate,Violate,Violate,error,0,1,1,1,error
246,"[4, 9, 28, 26, 32, -5, 11, 29, 30]","[32, 4, 30, 9, 11, -5, 29, 28, 26]","[6, 11, 30, 28, 34, -3, 13, 31, 32]","[8, 18, 56, 52, 64, -10, 22, 58, 60]","[0.25, 0.1111111111111111, 0.03571428571428571, 0.038461538461538464, 0.03125, -0.2, 0.09090909090909091, 0.034482758620689655, 0.03333333333333333]","[4, 9, 28, 26, 32, -5, 11, 2, 29, 30]","[4, 9, 28, 26, 32, -5, 11, 30]",-40129689600,-40129689600,-72925332480,-20546401075200,-2.4919205953688713e-11,-80259379200,-1383782400,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
247,"[11, 15, -12, 15, -10]","[11, -12, -10, 15, 15]","[13, 17, -10, 17, -8]","[22, 30, -24, 30, -20]","[0.09090909090909091, 0.06666666666666667, -0.08333333333333333, 0.06666666666666667, -0.1]","[11, 15, -12, 15, -10, 2]","[11, 15, 15, -10]",297000,297000,300560,9504000,3.367003367003367e-06,594000,-24750,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
248,"[19, 13, 11, 1, 13, 11, 14, -4, -1, 0, 3]","[14, 3, 0, 11, 13, 11, -4, 19, 13, -1, 1]","[21, 15, 13, 3, 15, 13, 16, -2, 1, 2, 5]","[38, 26, 22, 2, 26, 22, 28, -8, -2, 0, 6]","[0.05263157894736842, 0.07692307692307693, 0.09090909090909091, 1.0, 0.07692307692307693, 0.09090909090909091, 0.07142857142857142, -0.25, -1.0, 'ZeroDivisionError', 0.3333333333333333]","[19, 13, 11, 1, 13, 11, 14, -4, -1, 0, 2, 3]","[19, 13, 11, 1, 13, 11, 14, -1, 0, 3]",0,0,-766584000,0,error,0,0,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
249,"[-11, -30, 6, 4, 20, 12, 19, 17]","[17, 4, 6, -11, 19, 20, 12, -30]","[-9, -28, 8, 6, 22, 14, 21, 19]","[-22, -60, 12, 8, 40, 24, 38, 34]","[-0.09090909090909091, -0.03333333333333333, 0.16666666666666666, 0.25, 0.05, 0.08333333333333333, 0.05263157894736842, 0.058823529411764705]","[-11, -30, 2, 6, 4, 20, 12, 19, 17]","[-11, 6, 4, 20, 12, 19, 17]",613958400,613958400,1486501632,157173350400,1.6287748485890899e-09,1227916800,-20465280,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
250,"[-15, -17, -3, -23, -26]","[-23, -3, -26, -17, -15]","[-13, -15, -1, -21, -24]","[-30, -34, -6, -46, -52]","[-0.06666666666666667, -0.058823529411764705, -0.3333333333333333, -0.043478260869565216, -0.038461538461538464]","[2, -15, -17, -3, -23, -26]","[-15, -17, -3, -23]",-457470,-457470,-98280,-14639040,-2.185935689772007e-06,-914940,17595,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
