,td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
862,"[-4, -1, 6, 2]","[-14, 2, 3, 6]","[0, 3, 10, 6]","[-10, 6, 7, 10]","[-1, 6, 2]","[2, 3, 6]","[4, -4, -1, 6, 2]","[4, -14, 2, 3, 6]","[-4, -1, 6, 2, -0.25, -1.0, 0.16666666666666666, 0.5]","[-14, 2, 3, 6, -0.07142857142857142, 0.5, 0.3333333333333333, 0.16666666666666666]","[-16, -4, 24, 8]","[-56, 8, 12, 24]","[-1, 6, 2, -4]","[6, 3, -14, 2]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
863,[],[],[],[],[],[],[4],[4],[],[],[],[],[],[],[],[],[],[],[],error,[],error,error,error,error,error,error,error,error,error,error
864,"[-5, 4, 5, 5, -3, -2, 8, 7, -7, 8, -5, 4, -6]","[3, 5, -7, 6, -5, 0, -9, -10, 4, -6, 2, -3, -2]","[-1, 8, 9, 9, 1, 2, 12, 11, -3, 12, -1, 8, -2]","[7, 9, -3, 10, -1, 4, -5, -6, 8, -2, 6, 1, 2]","[-5, 4, 5, 5, -3, -2, 8, -7, 8, -5, 4, -6]","[3, 5, -7, 6, -5, 0, -9, 4, -6, 2, -3, -2]","[-5, 4, 5, 5, -3, -2, 8, 4, 7, -7, 8, -5, 4, -6]","[3, 5, -7, 6, -5, 0, -9, 4, -10, 4, -6, 2, -3, -2]","[-5, 4, 5, 5, -3, -2, 8, 7, -7, 8, -5, 4, -6, -0.2, 0.25, 0.2, 0.2, -0.3333333333333333, -0.5, 0.125, 0.14285714285714285, -0.14285714285714285, 0.125, -0.2, 0.25, -0.16666666666666666]","[3, 5, -7, 6, -5, 0, -9, -10, 4, -6, 2, -3, -2, 0.3333333333333333, 0.2, -0.14285714285714285, 0.16666666666666666, -0.2, 'ZeroDivisionError', -0.1111111111111111, -0.1, 0.25, -0.16666666666666666, 0.5, -0.3333333333333333, -0.5]","[-20, 16, 20, 20, -12, -8, 32, 28, -28, 32, -20, 16, -24]","[12, 20, -28, 24, -20, 0, -36, -40, 16, -24, 8, -12, -8]","[4, 8, -3, 7, -7, 5, 8, -5, 5, -5, -6, 4, -2]","[0, -2, -6, -9, -7, 4, 5, 3, 6, -3, 2, -5, -10]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
865,"[5, 0, 1, -7, 12, -4, -3, 0, 2, 12, -9]","[-4, 11, -6, -4, -6, 5, 2, 4, 13, 5, -8]","[9, 4, 5, -3, 16, 0, 1, 4, 6, 16, -5]","[0, 15, -2, 0, -2, 9, 6, 8, 17, 9, -4]","[5, 1, -7, 12, -4, -3, 0, 2, 12, -9]","[-4, -6, -4, -6, 5, 2, 4, 13, 5, -8]","[5, 0, 1, -7, 12, -4, -3, 0, 2, 4, 12, -9]","[-4, 11, -6, -4, -6, 5, 2, 4, 13, 4, 5, -8]","[5, 0, 1, -7, 12, -4, -3, 0, 2, 12, -9, 0.2, 'ZeroDivisionError', 1.0, -0.14285714285714285, 0.08333333333333333, -0.25, -0.3333333333333333, 'ZeroDivisionError', 0.5, 0.08333333333333333, -0.1111111111111111]","[-4, 11, -6, -4, -6, 5, 2, 4, 13, 5, -8, -0.25, 0.09090909090909091, -0.16666666666666666, -0.25, -0.16666666666666666, 0.2, 0.5, 0.25, 0.07692307692307693, 0.2, -0.125]","[20, 0, 4, -28, 48, -16, -12, 0, 8, 48, -36]","[-16, 44, -24, -16, -24, 20, 8, 16, 52, 20, -32]","[-4, -3, 0, -9, 0, 5, 12, 1, 12, -7, 2]","[5, -4, 11, -4, -8, -6, 5, -6, 13, 4, 2]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
866,"[11, -2, 13, -18, -5, 12, 11, -6, -6, -6]","[8, -11, -7, -12, -10, -2, 11, -17, 2, 0]","[15, 2, 17, -14, -1, 16, 15, -2, -2, -2]","[12, -7, -3, -8, -6, 2, 15, -13, 6, 4]","[11, -2, 13, -18, -5, 11, -6, -6, -6]","[8, -11, -7, -12, -10, 11, -17, 2, 0]","[11, -2, 13, -18, -5, 12, 11, 4, -6, -6, -6]","[8, -11, -7, -12, -10, -2, 11, 4, -17, 2, 0]","[11, -2, 13, -18, -5, 12, 11, -6, -6, -6, 0.09090909090909091, -0.5, 0.07692307692307693, -0.05555555555555555, -0.2, 0.08333333333333333, 0.09090909090909091, -0.16666666666666666, -0.16666666666666666, -0.16666666666666666]","[8, -11, -7, -12, -10, -2, 11, -17, 2, 0, 0.125, -0.09090909090909091, -0.14285714285714285, -0.08333333333333333, -0.1, -0.5, 0.09090909090909091, -0.058823529411764705, 0.5, 'ZeroDivisionError']","[44, -8, 52, -72, -20, 48, 44, -24, -24, -24]","[32, -44, -28, -48, -40, -8, 44, -68, 8, 0]","[-6, 12, -5, 11, 11, -6, -2, 13, -18, -6]","[-10, -2, -17, -7, -11, 11, 8, 0, -12, 2]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
867,"[1, 5, -1, -2, -2]","[6, -6, 2, -8, -6]","[5, 9, 3, 2, 2]","[10, -2, 6, -4, -2]","[5, -1, -2, -2]","[-6, 2, -8, -6]","[1, 5, -1, -2, 4, -2]","[6, -6, 2, -8, 4, -6]","[1, 5, -1, -2, -2, 1.0, 0.2, -1.0, -0.5, -0.5]","[6, -6, 2, -8, -6, 0.16666666666666666, -0.16666666666666666, 0.5, -0.125, -0.16666666666666666]","[4, 20, -4, -8, -8]","[24, -24, 8, -32, -24]","[1, -2, 5, -1, -2]","[-8, -6, 6, 2, -6]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
868,"[-9, 0, 5, -9, 6, -6]","[2, 0, -8, 3, -3, -6]","[-5, 4, 9, -5, 10, -2]","[6, 4, -4, 7, 1, -2]","[-9, 0, 5, -9, -6]","[2, 0, -8, 3, -6]","[4, -9, 0, 5, -9, 6, -6]","[4, 2, 0, -8, 3, -3, -6]","[-9, 0, 5, -9, 6, -6, -0.1111111111111111, 'ZeroDivisionError', 0.2, -0.1111111111111111, 0.16666666666666666, -0.16666666666666666]","[2, 0, -8, 3, -3, -6, 0.5, 'ZeroDivisionError', -0.125, 0.3333333333333333, -0.3333333333333333, -0.16666666666666666]","[-36, 0, 20, -36, 24, -24]","[8, 0, -32, 12, -12, -24]","[-9, -6, 5, 6, 0, -9]","[-6, -3, -8, 2, 3, 0]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
869,"[-15, 0, 11, -2, 11, 8]","[-3, -11, 5, 8, 4, -8]","[-11, 4, 15, 2, 15, 12]","[1, -7, 9, 12, 8, -4]","[0, 11, -2, 11, 8]","[-11, 5, 8, 4, -8]","[-15, 0, 11, -2, 11, 4, 8]","[-3, -11, 5, 8, 4, 4, -8]","[-15, 0, 11, -2, 11, 8, -0.06666666666666667, 'ZeroDivisionError', 0.09090909090909091, -0.5, 0.09090909090909091, 0.125]","[-3, -11, 5, 8, 4, -8, -0.3333333333333333, -0.09090909090909091, 0.2, 0.125, 0.25, -0.125]","[-60, 0, 44, -8, 44, 32]","[-12, -44, 20, 32, 16, -32]","[-15, 0, 11, -2, 8, 11]","[5, 4, 8, -11, -8, -3]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
870,[14],[-12],[18],[-8],[],[],"[4, 14]","[4, -12]","[14, 0.07142857142857142]","[-12, -0.08333333333333333]",[56],[-48],[14],[-12],error,error,error,error,error,error,[],error,error,error,error,error,error,error,error,error,error
871,"[3, -9, -1, 4, 1, -3, 6, 5, 3, -3, 6]","[7, -12, 7, 0, 6, 7, 7, -2, -3, 6, -6]","[7, -5, 3, 8, 5, 1, 10, 9, 7, 1, 10]","[11, -8, 11, 4, 10, 11, 11, 2, 1, 10, -2]","[-9, -1, 4, 1, -3, 6, 5, 3, -3, 6]","[-12, 7, 0, 6, 7, 7, -2, -3, 6, -6]","[3, 4, -9, -1, 4, 1, -3, 6, 5, 3, -3, 6]","[7, 4, -12, 7, 0, 6, 7, 7, -2, -3, 6, -6]","[3, -9, -1, 4, 1, -3, 6, 5, 3, -3, 6, 0.3333333333333333, -0.1111111111111111, -1.0, 0.25, 1.0, -0.3333333333333333, 0.16666666666666666, 0.2, 0.3333333333333333, -0.3333333333333333, 0.16666666666666666]","[7, -12, 7, 0, 6, 7, 7, -2, -3, 6, -6, 0.14285714285714285, -0.08333333333333333, 0.14285714285714285, 'ZeroDivisionError', 0.16666666666666666, 0.14285714285714285, 0.14285714285714285, -0.5, -0.3333333333333333, 0.16666666666666666, -0.16666666666666666]","[12, -36, -4, 16, 4, -12, 24, 20, 12, -12, 24]","[28, -48, 28, 0, 24, 28, 28, -8, -12, 24, -24]","[5, 1, 6, 3, -9, 4, 3, 6, -3, -1, -3]","[7, -6, 7, 6, 0, 7, -2, 6, -12, -3, 7]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
872,"[-14, -6]","[-10, -6]","[-10, -2]","[-6, -2]",[-14],[-10],"[-14, 4, -6]","[-10, 4, -6]","[-14, -6, -0.07142857142857142, -0.16666666666666666]","[-10, -6, -0.1, -0.16666666666666666]","[-56, -24]","[-40, -24]","[-6, -14]","[-10, -6]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
873,[-1],[4],[3],[8],[],[],"[-1, 4]","[4, 4]","[-1, -1.0]","[4, 0.25]",[-4],[16],[-1],[4],error,error,error,error,error,error,[],error,error,error,error,error,error,error,error,error,error
874,"[12, -2, -12, 8, -9, 0, 6, 6, -2, 5, 6, -10, 0]","[10, 4, 1, -8, 8, 4, 5, 10, -2, -6, -10, 11, 11]","[16, 2, -8, 12, -5, 4, 10, 10, 2, 9, 10, -6, 4]","[14, 8, 5, -4, 12, 8, 9, 14, 2, -2, -6, 15, 15]","[12, -12, 8, -9, 0, 6, 6, -2, 5, 6, -10, 0]","[10, 1, -8, 8, 4, 5, 10, -2, -6, -10, 11, 11]","[12, -2, -12, 4, 8, -9, 0, 6, 6, -2, 5, 6, -10, 0]","[10, 4, 1, 4, -8, 8, 4, 5, 10, -2, -6, -10, 11, 11]","[12, -2, -12, 8, -9, 0, 6, 6, -2, 5, 6, -10, 0, 0.08333333333333333, -0.5, -0.08333333333333333, 0.125, -0.1111111111111111, 'ZeroDivisionError', 0.16666666666666666, 0.16666666666666666, -0.5, 0.2, 0.16666666666666666, -0.1, 'ZeroDivisionError']","[10, 4, 1, -8, 8, 4, 5, 10, -2, -6, -10, 11, 11, 0.1, 0.25, 1.0, -0.125, 0.125, 0.25, 0.2, 0.1, -0.5, -0.16666666666666666, -0.1, 0.09090909090909091, 0.09090909090909091]","[48, -8, -48, 32, -36, 0, 24, 24, -8, 20, 24, -40, 0]","[40, 16, 4, -32, 32, 16, 20, 40, -8, -24, -40, 44, 44]","[6, 0, 5, 6, 0, 6, -12, -2, 12, -2, 8, -9, -10]","[-10, 10, -6, 4, 11, 4, 1, 11, -2, 8, 5, -8, 10]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
875,"[-13, -19, -9, 2]","[-18, -10, 4, -6]","[-9, -15, -5, 6]","[-14, -6, 8, -2]","[-19, -9, 2]","[-10, 4, -6]","[-13, -19, -9, 2, 4]","[-18, -10, 4, -6, 4]","[-13, -19, -9, 2, -0.07692307692307693, -0.05263157894736842, -0.1111111111111111, 0.5]","[-18, -10, 4, -6, -0.05555555555555555, -0.1, 0.25, -0.16666666666666666]","[-52, -76, -36, 8]","[-72, -40, 16, -24]","[-9, 2, -13, -19]","[-18, -6, -10, 4]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
876,"[17, 13, 3]","[-5, -5, 14]","[21, 17, 7]","[-1, -1, 18]","[13, 3]","[-5, 14]","[17, 4, 13, 3]","[-5, 4, -5, 14]","[17, 13, 3, 0.058823529411764705, 0.07692307692307693, 0.3333333333333333]","[-5, -5, 14, -0.2, -0.2, 0.07142857142857142]","[68, 52, 12]","[-20, -20, 56]","[17, 3, 13]","[-5, -5, 14]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
877,"[-5, 5, 3, 6, -6, -11, 3, -12, -12, -6]","[14, -12, 7, 4, 9, -3, -5, 6, -7, 5]","[-1, 9, 7, 10, -2, -7, 7, -8, -8, -2]","[18, -8, 11, 8, 13, 1, -1, 10, -3, 9]","[-5, 5, 6, -6, -11, 3, -12, -12, -6]","[14, -12, 4, 9, -3, -5, 6, -7, 5]","[-5, 5, 3, 6, -6, -11, 4, 3, -12, -12, -6]","[14, -12, 7, 4, 9, -3, 4, -5, 6, -7, 5]","[-5, 5, 3, 6, -6, -11, 3, -12, -12, -6, -0.2, 0.2, 0.3333333333333333, 0.16666666666666666, -0.16666666666666666, -0.09090909090909091, 0.3333333333333333, -0.08333333333333333, -0.08333333333333333, -0.16666666666666666]","[14, -12, 7, 4, 9, -3, -5, 6, -7, 5, 0.07142857142857142, -0.08333333333333333, 0.14285714285714285, 0.25, 0.1111111111111111, -0.3333333333333333, -0.2, 0.16666666666666666, -0.14285714285714285, 0.2]","[-20, 20, 12, 24, -24, -44, 12, -48, -48, -24]","[56, -48, 28, 16, 36, -12, -20, 24, -28, 20]","[-5, -6, 3, -12, -6, 5, 3, -11, 6, -12]","[7, 9, -7, 5, 14, -12, -5, 4, 6, -3]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
878,"[9, 17, 7, -9, -1, -1, 4]","[-3, -2, 13, -1, 1, 4, 11]","[13, 21, 11, -5, 3, 3, 8]","[1, 2, 17, 3, 5, 8, 15]","[9, 17, -9, -1, -1, 4]","[-3, -2, -1, 1, 4, 11]","[4, 9, 17, 7, -9, -1, -1, 4]","[4, -3, -2, 13, -1, 1, 4, 11]","[9, 17, 7, -9, -1, -1, 4, 0.1111111111111111, 0.058823529411764705, 0.14285714285714285, -0.1111111111111111, -1.0, -1.0, 0.25]","[-3, -2, 13, -1, 1, 4, 11, -0.3333333333333333, -0.5, 0.07692307692307693, -1.0, 1.0, 0.25, 0.09090909090909091]","[36, 68, 28, -36, -4, -4, 16]","[-12, -8, 52, -4, 4, 16, 44]","[-1, -9, 7, 4, 9, 17, -1]","[1, 11, -2, -1, 13, -3, 4]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
879,"[-5, 5]","[-3, 4]","[-1, 9]","[1, 8]",[5],[4],"[-5, 5, 4]","[-3, 4, 4]","[-5, 5, -0.2, 0.2]","[-3, 4, -0.3333333333333333, 0.25]","[-20, 20]","[-12, 16]","[5, -5]","[-3, 4]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
880,"[-16, -16, -2]","[-8, -8, -15]","[-12, -12, 2]","[-4, -4, -11]","[-16, -2]","[-8, -15]","[-16, -16, 4, -2]","[-8, -8, 4, -15]","[-16, -16, -2, -0.0625, -0.0625, -0.5]","[-8, -8, -15, -0.125, -0.125, -0.06666666666666667]","[-64, -64, -8]","[-32, -32, -60]","[-2, -16, -16]","[-8, -15, -8]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
881,"[0, -9, -12, -15, -9, 1, -14, -4, -2, -9]","[3, -13, 5, 10, -7, -8, 12, -14, 4, 2]","[4, -5, -8, -11, -5, 5, -10, 0, 2, -5]","[7, -9, 9, 14, -3, -4, 16, -10, 8, 6]","[0, -9, -12, -15, -9, 1, -4, -2, -9]","[3, -13, 5, 10, -7, -8, -14, 4, 2]","[0, -9, -12, -15, -9, 1, -14, -4, -2, 4, -9]","[3, -13, 5, 10, -7, -8, 12, -14, 4, 4, 2]","[0, -9, -12, -15, -9, 1, -14, -4, -2, -9, 'ZeroDivisionError', -0.1111111111111111, -0.08333333333333333, -0.06666666666666667, -0.1111111111111111, 1.0, -0.07142857142857142, -0.25, -0.5, -0.1111111111111111]","[3, -13, 5, 10, -7, -8, 12, -14, 4, 2, 0.3333333333333333, -0.07692307692307693, 0.2, 0.1, -0.14285714285714285, -0.125, 0.08333333333333333, -0.07142857142857142, 0.25, 0.5]","[0, -36, -48, -60, -36, 4, -56, -16, -8, -36]","[12, -52, 20, 40, -28, -32, 48, -56, 16, 8]","[1, -9, -14, -9, -15, -4, -9, -2, 0, -12]","[-13, 2, 4, 5, -8, -14, -7, 12, 3, 10]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
882,"[1, -7, -7, -3, -6, 0, -4, 2, -1, -9, 7, 3, -1, -7]","[-4, -10, 2, -6, -10, 7, -8, 6, -6, 3, -5, -5, 7, 2]","[5, -3, -3, 1, -2, 4, 0, 6, 3, -5, 11, 7, 3, -3]","[0, -6, 6, -2, -6, 11, -4, 10, -2, 7, -1, -1, 11, 6]","[1, -7, -7, -3, -6, 0, -4, 2, -1, 7, 3, -1, -7]","[-4, -10, 2, -6, -10, 7, -8, 6, -6, -5, -5, 7, 2]","[1, -7, -7, -3, 4, -6, 0, -4, 2, -1, -9, 7, 3, -1, -7]","[-4, -10, 2, -6, 4, -10, 7, -8, 6, -6, 3, -5, -5, 7, 2]","[1, -7, -7, -3, -6, 0, -4, 2, -1, -9, 7, 3, -1, -7, 1.0, -0.14285714285714285, -0.14285714285714285, -0.3333333333333333, -0.16666666666666666, 'ZeroDivisionError', -0.25, 0.5, -1.0, -0.1111111111111111, 0.14285714285714285, 0.3333333333333333, -1.0, -0.14285714285714285]","[-4, -10, 2, -6, -10, 7, -8, 6, -6, 3, -5, -5, 7, 2, -0.25, -0.1, 0.5, -0.16666666666666666, -0.1, 0.14285714285714285, -0.125, 0.16666666666666666, -0.16666666666666666, 0.3333333333333333, -0.2, -0.2, 0.14285714285714285, 0.5]","[4, -28, -28, -12, -24, 0, -16, 8, -4, -36, 28, 12, -4, -28]","[-16, -40, 8, -24, -40, 28, -32, 24, -24, 12, -20, -20, 28, 8]","[-1, -3, -6, 1, -7, -7, -9, -7, 0, -1, -4, 3, 2, 7]","[-4, -6, 2, -10, 7, 3, -6, 7, 6, -5, -8, -10, 2, -5]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
883,"[-18, 11]","[12, -4]","[-14, 15]","[16, 0]",[-18],[12],"[4, -18, 11]","[4, 12, -4]","[-18, 11, -0.05555555555555555, 0.09090909090909091]","[12, -4, 0.08333333333333333, -0.25]","[-72, 44]","[48, -16]","[11, -18]","[12, -4]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
884,"[2, 10, 11, 10, 13, 5, 7, -2]","[11, -11, 9, -12, -4, -8, 13, 1]","[6, 14, 15, 14, 17, 9, 11, 2]","[15, -7, 13, -8, 0, -4, 17, 5]","[2, 10, 11, 10, 13, 5, -2]","[11, -11, 9, -12, -4, -8, 1]","[2, 10, 11, 10, 13, 5, 7, 4, -2]","[11, -11, 9, -12, -4, -8, 13, 4, 1]","[2, 10, 11, 10, 13, 5, 7, -2, 0.5, 0.1, 0.09090909090909091, 0.1, 0.07692307692307693, 0.2, 0.14285714285714285, -0.5]","[11, -11, 9, -12, -4, -8, 13, 1, 0.09090909090909091, -0.09090909090909091, 0.1111111111111111, -0.08333333333333333, -0.25, -0.125, 0.07692307692307693, 1.0]","[8, 40, 44, 40, 52, 20, 28, -8]","[44, -44, 36, -48, -16, -32, 52, 4]","[11, 2, -2, 10, 7, 5, 10, 13]","[13, 1, 9, 11, -4, -12, -8, -11]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
885,"[-10, -9, -3]","[-2, 2, 4]","[-6, -5, 1]","[2, 6, 8]","[-10, -3]","[-2, 4]","[-10, 4, -9, -3]","[-2, 4, 2, 4]","[-10, -9, -3, -0.1, -0.1111111111111111, -0.3333333333333333]","[-2, 2, 4, -0.5, 0.5, 0.25]","[-40, -36, -12]","[-8, 8, 16]","[-3, -9, -10]","[4, 2, -2]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
886,"[-2, 4, 3, 2, -3, -4, -4, 3, -2]","[-2, -4, -1, 5, -2, 5, -6, 0, -5]","[2, 8, 7, 6, 1, 0, 0, 7, 2]","[2, 0, 3, 9, 2, 9, -2, 4, -1]","[-2, 4, 3, 2, -3, -4, -4, 3]","[-2, -4, -1, 5, -2, 5, -6, 0]","[-2, 4, 3, 2, -3, 4, -4, -4, 3, -2]","[-2, -4, -1, 5, -2, 4, 5, -6, 0, -5]","[-2, 4, 3, 2, -3, -4, -4, 3, -2, -0.5, 0.25, 0.3333333333333333, 0.5, -0.3333333333333333, -0.25, -0.25, 0.3333333333333333, -0.5]","[-2, -4, -1, 5, -2, 5, -6, 0, -5, -0.5, -0.25, -1.0, 0.2, -0.5, 0.2, -0.16666666666666666, 'ZeroDivisionError', -0.2]","[-8, 16, 12, 8, -12, -16, -16, 12, -8]","[-8, -16, -4, 20, -8, 20, -24, 0, -20]","[-4, -2, 4, 3, -2, 2, -3, 3, -4]","[-1, 5, -6, -2, -4, 0, 5, -2, -5]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
887,"[9, -4, -12, -4, 10, -13, -2, -7]","[6, 3, -7, -12, 9, 2, -11, -5]","[13, 0, -8, 0, 14, -9, 2, -3]","[10, 7, -3, -8, 13, 6, -7, -1]","[9, -4, -12, -4, 10, -13, -2]","[6, 3, -7, -12, 9, 2, -11]","[9, -4, 4, -12, -4, 10, -13, -2, -7]","[6, 3, 4, -7, -12, 9, 2, -11, -5]","[9, -4, -12, -4, 10, -13, -2, -7, 0.1111111111111111, -0.25, -0.08333333333333333, -0.25, 0.1, -0.07692307692307693, -0.5, -0.14285714285714285]","[6, 3, -7, -12, 9, 2, -11, -5, 0.16666666666666666, 0.3333333333333333, -0.14285714285714285, -0.08333333333333333, 0.1111111111111111, 0.5, -0.09090909090909091, -0.2]","[36, -16, -48, -16, 40, -52, -8, -28]","[24, 12, -28, -48, 36, 8, -44, -20]","[-4, -7, 10, 9, -12, -13, -4, -2]","[9, 2, -11, -7, -5, 3, 6, -12]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
888,"[1, -4, -5, 4]","[-10, -1, -3, -8]","[5, 0, -1, 8]","[-6, 3, 1, -4]","[1, -4, -5]","[-10, -1, -3]","[1, 4, -4, -5, 4]","[-10, 4, -1, -3, -8]","[1, -4, -5, 4, 1.0, -0.25, -0.2, 0.25]","[-10, -1, -3, -8, -0.1, -1.0, -0.3333333333333333, -0.125]","[4, -16, -20, 16]","[-40, -4, -12, -32]","[-5, 4, 1, -4]","[-1, -10, -3, -8]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
889,"[1, -1, 1, 4, -4, 1, -8, -1]","[-9, -9, -8, 1, -2, 1, -4, -3]","[5, 3, 5, 8, 0, 5, -4, 3]","[-5, -5, -4, 5, 2, 5, 0, 1]","[-1, 1, 4, -4, 1, -8, -1]","[-9, -8, 1, -2, 1, -4, -3]","[1, -1, 1, 4, 4, -4, 1, -8, -1]","[-9, -9, -8, 4, 1, -2, 1, -4, -3]","[1, -1, 1, 4, -4, 1, -8, -1, 1.0, -1.0, 1.0, 0.25, -0.25, 1.0, -0.125, -1.0]","[-9, -9, -8, 1, -2, 1, -4, -3, -0.1111111111111111, -0.1111111111111111, -0.125, 1.0, -0.5, 1.0, -0.25, -0.3333333333333333]","[4, -4, 4, 16, -16, 4, -32, -4]","[-36, -36, -32, 4, -8, 4, -16, -12]","[-1, 1, 4, 1, -8, -4, 1, -1]","[1, -8, -2, -9, -4, -3, -9, 1]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
890,"[0, -16, 7]","[-19, -7, -8]","[4, -12, 11]","[-15, -3, -4]","[0, -16]","[-19, -7]","[0, -16, 4, 7]","[-19, -7, 4, -8]","[0, -16, 7, 'ZeroDivisionError', -0.0625, 0.14285714285714285]","[-19, -7, -8, -0.05263157894736842, -0.14285714285714285, -0.125]","[0, -64, 28]","[-76, -28, -32]","[0, -16, 7]","[-7, -8, -19]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
891,"[6, -6, 6, 1]","[11, -3, 13, 12]","[10, -2, 10, 5]","[15, 1, 17, 16]","[-6, 6, 1]","[-3, 13, 12]","[4, 6, -6, 6, 1]","[4, 11, -3, 13, 12]","[6, -6, 6, 1, 0.16666666666666666, -0.16666666666666666, 0.16666666666666666, 1.0]","[11, -3, 13, 12, 0.09090909090909091, -0.3333333333333333, 0.07692307692307693, 0.08333333333333333]","[24, -24, 24, 4]","[44, -12, 52, 48]","[-6, 6, 1, 6]","[13, 11, -3, 12]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
892,[11],[8],[15],[12],[],[],"[11, 4]","[8, 4]","[11, 0.09090909090909091]","[8, 0.125]",[44],[32],[11],[8],error,error,error,error,error,error,[],error,error,error,error,error,error,error,error,error,error
893,"[-5, 1, -4, -4, 1]","[-1, 8, -3, 4, 5]","[-1, 5, 0, 0, 5]","[3, 12, 1, 8, 9]","[-5, 1, -4, 1]","[-1, 8, -3, 5]","[4, -5, 1, -4, -4, 1]","[4, -1, 8, -3, 4, 5]","[-5, 1, -4, -4, 1, -0.2, 1.0, -0.25, -0.25, 1.0]","[-1, 8, -3, 4, 5, -1.0, 0.125, -0.3333333333333333, 0.25, 0.2]","[-20, 4, -16, -16, 4]","[-4, 32, -12, 16, 20]","[1, -4, -5, -4, 1]","[4, 8, -1, -3, 5]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
894,"[3, -8, 10, 5, 5, 8, 13, 11, 9, -9, 4, 10, -4]","[5, -13, 3, -13, 15, 18, 3, -3, 1, 1, 4, 12, 12]","[7, -4, 14, 9, 9, 12, 17, 15, 13, -5, 8, 14, 0]","[9, -9, 7, -9, 19, 22, 7, 1, 5, 5, 8, 16, 16]","[3, -8, 10, 5, 5, 13, 11, 9, -9, 4, 10, -4]","[5, -13, 3, -13, 15, 3, -3, 1, 1, 4, 12, 12]","[3, -8, 10, 5, 5, 8, 13, 11, 9, -9, 4, 10, -4, 4]","[5, -13, 3, -13, 15, 18, 3, -3, 1, 1, 4, 12, 12, 4]","[3, -8, 10, 5, 5, 8, 13, 11, 9, -9, 4, 10, -4, 0.3333333333333333, -0.125, 0.1, 0.2, 0.2, 0.125, 0.07692307692307693, 0.09090909090909091, 0.1111111111111111, -0.1111111111111111, 0.25, 0.1, -0.25]","[5, -13, 3, -13, 15, 18, 3, -3, 1, 1, 4, 12, 12, 0.2, -0.07692307692307693, 0.3333333333333333, -0.07692307692307693, 0.06666666666666667, 0.05555555555555555, 0.3333333333333333, -0.3333333333333333, 1.0, 1.0, 0.25, 0.08333333333333333, 0.08333333333333333]","[12, -32, 40, 20, 20, 32, 52, 44, 36, -36, 16, 40, -16]","[20, -52, 12, -52, 60, 72, 12, -12, 4, 4, 16, 48, 48]","[13, 9, 8, 5, 5, 11, -9, 10, -4, -8, 10, 4, 3]","[3, 1, 18, -13, 3, 12, -3, 12, -13, 5, 4, 15, 1]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
