,id,td_a,td_b,td_c,td_type_a,td_type_b,td_type_c,size_td_a,size_td_b
562,5EYySpQsPp9jA6zHa2LFSX,"[-1, 16, -16, 10, -19, 4, -13]","[18, -11, 8, -7, 8, -3, 2]",-17,<class 'list'>,<class 'list'>,<class 'list'>,7,7
563,gUypEVp7tdKhRf5xZK8yPT,[-7],[0],2,<class 'list'>,<class 'list'>,<class 'list'>,1,1
564,oYyuBRTPLeUgowGuMN97EW,"[18, 11, -3, 1, 5, 9, -3, 2, -2, 13]","[-1, 18, -1, 8, -1, 2, 0, -8, -5, 8]",7,<class 'list'>,<class 'list'>,<class 'list'>,10,10
565,CNFPTV8FdXKGSNMjWPtoWp,[],[],12,<class 'list'>,<class 'list'>,<class 'list'>,0,0
566,HbpadQMLzGDby2mY9N4D95,"[11, -6, 4, 1]","[16, 6, -6, 15]",-18,<class 'list'>,<class 'list'>,<class 'list'>,4,4
567,FYLSEbY3H8Pb4APvy8SZmd,"[-15, -1, -5, -7, -3]","[-9, 2, -8, -1, -13]",-6,<class 'list'>,<class 'list'>,<class 'list'>,5,5
568,7G6FEfr9WMvRrbefmdX2MZ,"[-16, -7, 3, -15, -11, 3, -8]","[-11, -5, -13, -16, -16, 8, -2]",-2,<class 'list'>,<class 'list'>,<class 'list'>,7,7
569,bcXXhvgLNS3qgqYGjEr5na,"[6, -3, -4]","[-5, -5, 13]",-8,<class 'list'>,<class 'list'>,<class 'list'>,3,3
570,S6eoDUrJGGru4oW9b57aGk,[1],[4],-18,<class 'list'>,<class 'list'>,<class 'list'>,1,1
571,d3Epp3X7QRn7i3e3Y4iMQJ,"[2, -13, -7, 3, -9, -11, 5, -12, -8, 3]","[-10, -2, 4, -9, 3, 3, -2, -3, -6, 4]",19,<class 'list'>,<class 'list'>,<class 'list'>,10,10
572,CNFPTV8FdXKGSNMjWPtoWp,[],[],-4,<class 'list'>,<class 'list'>,<class 'list'>,0,0
573,mThGdVCf7HLPoS43AS9VoJ,"[3, 10, 2, 1, 10, 13, -2, -4, 15, 8, -1, 4, 5]","[12, 15, -3, 7, 5, -3, -5, 2, 16, -1, 10, 8, 16]",0,<class 'list'>,<class 'list'>,<class 'list'>,13,13
574,6GAxkAM84ZzWxoUo8hnPFr,"[8, 6, -7, -3, -5, -14, 3, -5]","[9, -8, 5, -9, 2, -11, -14, -4]",7,<class 'list'>,<class 'list'>,<class 'list'>,8,8
575,iCuY2HfsyLUtqC782C5Wmi,"[-7, -1]","[-2, 0]",-18,<class 'list'>,<class 'list'>,<class 'list'>,2,2
576,CNFPTV8FdXKGSNMjWPtoWp,[],[],-12,<class 'list'>,<class 'list'>,<class 'list'>,0,0
577,WPFdVUoATVDKZAxGnpQLVg,"[2, -8, -3, 5, -13, -6]","[7, -8, -7, 1, 5, -14]",7,<class 'list'>,<class 'list'>,<class 'list'>,6,6
578,MMNT5EfnTMjxuA4fHK3HP2,"[-4, -13, -4, -6, -2, -12]","[5, -9, -3, -12, 2, 2]",11,<class 'list'>,<class 'list'>,<class 'list'>,6,6
579,JKdoBNs6nTahrFDzUySCPF,"[-3, -16, 1]","[12, 6, -9]",8,<class 'list'>,<class 'list'>,<class 'list'>,3,3
580,eHN4c4q3TsyDS8L6KGovPB,"[14, -3, 15, -3, -6, 9, 13, 18]","[0, 1, 4, -4, 7, 15, 3, -5]",-6,<class 'list'>,<class 'list'>,<class 'list'>,8,8
581,REaPpLbppNEr6K4rt99EHf,"[-5, 5, -4, 4, -1, -6, -9, 5]","[-3, -3, -12, -2, -5, -1, -9, -5]",-4,<class 'list'>,<class 'list'>,<class 'list'>,8,8
582,nFJbXZgLzUnwF9vaCA8gNa,"[12, 1, 0]","[7, -1, -2]",0,<class 'list'>,<class 'list'>,<class 'list'>,3,3
583,if9jyv5zVEamiLcmWnWNqe,"[0, -12, 4, -10, 9, 6, 9, 6, 4, 8, -1, 8, -2]","[2, 4, -10, 10, 5, 8, 5, -6, 9, -4, -12, -2, 4]",0,<class 'list'>,<class 'list'>,<class 'list'>,13,13
584,ZfPVoVgogjuai4Zeczf7jm,"[-3, 4, -5, 4, -1, 2]","[-6, 1, 1, -1, -6, 3]",-6,<class 'list'>,<class 'list'>,<class 'list'>,6,6
585,KGCGHMBEin7Y6QhoUa7P83,"[4, -6, 1, -5, -13, 6, -6]","[4, 11, -12, 11, -7, -1, -9]",2,<class 'list'>,<class 'list'>,<class 'list'>,7,7
586,kSFXmZmRg7rYFjjgejraGw,"[-17, 12, 14, -8, 2]","[-5, 11, -1, -9, -17]",8,<class 'list'>,<class 'list'>,<class 'list'>,5,5
587,cWtvNXPgBTfXM6mAjST9qv,"[-11, -19, 3]","[-18, -16, -15]",-12,<class 'list'>,<class 'list'>,<class 'list'>,3,3
588,BeesPe9vL7haZRyu9hUzbx,"[-1, 2, -1, -3, -3, 4, -2, 5]","[-2, 1, 3, 2, -2, 5, 2, 1]",12,<class 'list'>,<class 'list'>,<class 'list'>,8,8
589,CNFPTV8FdXKGSNMjWPtoWp,[],[],18,<class 'list'>,<class 'list'>,<class 'list'>,0,0
590,7kMP2uP9L5izEqsWnUuT7Y,"[14, 15, 14, 12, 2, -7, -2, -8]","[0, 16, 1, -5, 16, 0, -9, 6]",-17,<class 'list'>,<class 'list'>,<class 'list'>,8,8
591,DuFyLfiYTdZvyciPVUEQ3Q,"[-14, -13]","[-4, -9]",-13,<class 'list'>,<class 'list'>,<class 'list'>,2,2
592,bL47dnRAxBDMrsb4vXaeL9,"[16, -5, 14, 3, 9, 7, -2, -2, 0, 15, 3, 11, -8]","[0, 6, 7, 3, 15, 13, 16, -8, 16, 8, -5, -7, 16]",-12,<class 'list'>,<class 'list'>,<class 'list'>,13,13
593,HqoMqaey2D8ss9JMz89iyN,"[9, -10, 2, -5, -10, 11, -11, -17, -10, 3, 11, 12]","[-13, -13, -4, -2, 2, 3, 11, 2, -8, 0, -19, 2]",-12,<class 'list'>,<class 'list'>,<class 'list'>,12,12
594,mddd6eaVqmyqBJGuEA3utU,"[5, 10, 2]","[10, -1, 0]",-10,<class 'list'>,<class 'list'>,<class 'list'>,3,3
595,QK8yDY9noUJxCEvKawmQdQ,"[13, -7, -7, 1, 6, 8, 10, -4, 14, -7, 12]","[0, -3, -10, -3, -7, -3, 14, -10, -2, -5, 4]",6,<class 'list'>,<class 'list'>,<class 'list'>,11,11
596,atBkU6E9HUJzFb8uKEheQi,"[15, -1, 9, 3, 5, -7, -3, 5, 9, 12, -6, 3, 9]","[16, -6, 6, 11, 8, 10, 15, 5, -7, 6, 8, 13, 13]",4,<class 'list'>,<class 'list'>,<class 'list'>,13,13
597,AogEk5U4AfdjaqFeXMmvBU,"[-8, 7, 3, -4, 3, 3, -9, -4]","[2, -5, -6, 0, -1, -4, -4, -9]",-6,<class 'list'>,<class 'list'>,<class 'list'>,8,8
598,MAVmnnZvbbuWU9oJRGn5Rj,"[5, -7, -6, -7, -7]","[-3, -6, -2, 4, 4]",2,<class 'list'>,<class 'list'>,<class 'list'>,5,5
599,6ojdhPdiqfu9zMuuuFxcVG,"[3, -8, 9, 6, -2, -3, -7, -4, -10]","[-8, 8, 2, -3, -4, -1, 11, -6, -4]",17,<class 'list'>,<class 'list'>,<class 'list'>,9,9
600,aHBCaP3THorRvWbKoWVeG9,"[12, -11, -9, -14]","[0, -9, 12, 7]",7,<class 'list'>,<class 'list'>,<class 'list'>,4,4
601,RJRBx8aZGQci8siuCscoP7,"[7, -1, -11, -3, 4, -7, 7, -1, -8, 3, 4, -7, 3, -9]","[-1, 5, -8, -10, -11, 7, -12, -14, 1, -3, -6, -6, 6, 1]",-12,<class 'list'>,<class 'list'>,<class 'list'>,14,14
602,DK4MfGuVckerotUPKVKxXM,"[2, 1, 6, -9, 4, 15, 6, 0]","[1, 7, -4, -1, -9, 14, -6, 2]",4,<class 'list'>,<class 'list'>,<class 'list'>,8,8
603,CNFPTV8FdXKGSNMjWPtoWp,[],[],-18,<class 'list'>,<class 'list'>,<class 'list'>,0,0
604,o3WK74fb5Sb2Fe5JcJhnT6,"[0, -6, -8, -3, 1]","[3, -2, 2, -4, 3]",-13,<class 'list'>,<class 'list'>,<class 'list'>,5,5
605,F7DYrG9PKW8a8jLnjFtFqf,"[2, 12, 13, 11, 14, 4, 6, 7, -2, 5]","[10, 0, 4, 8, 4, 14, 12, 7, 15, 2]",-9,<class 'list'>,<class 'list'>,<class 'list'>,10,10
606,mT2xwgnbSGC7CShsJymzKh,"[-1, -17, 3, -9, 14, 4, -17, 12, 1, 12, -12, 12, -4, -4]","[-1, 6, -8, 11, -6, 11, 12, -8, -14, 15, 4, 18, 3, -16]",-2,<class 'list'>,<class 'list'>,<class 'list'>,14,14
607,6hLEbki65FbqUAQaArHt3X,"[3, 4, 1, -6, 1, -5, 4, 5, -4, 0, 2]","[-3, 3, 2, 6, -2, -5, -6, -3, 6, 8, -7]",15,<class 'list'>,<class 'list'>,<class 'list'>,11,11
608,Xnx9uHBKKT8XjAnMBRPhrf,"[-8, -7, -3, 8, 7, 12, -3, 7, 9]","[3, 1, 10, 4, -4, -5, 2, 12, 3]",16,<class 'list'>,<class 'list'>,<class 'list'>,9,9
609,nkscHsBzDhoUm2Fz7rS7S7,"[2, 8, -1, -18, 5, 10, -16, -8, -18, -11, -1, 14]","[2, -7, 13, 5, -10, 0, 0, 2, -9, -1, -8, 14]",8,<class 'list'>,<class 'list'>,<class 'list'>,12,12
610,CNFPTV8FdXKGSNMjWPtoWp,[],[],14,<class 'list'>,<class 'list'>,<class 'list'>,0,0
611,87HkPfzgU9SaXnSq8aGmSJ,"[-5, -3]","[-12, -10]",-12,<class 'list'>,<class 'list'>,<class 'list'>,2,2
612,Rtuz22gnvhi7jFuvdbxYiY,"[12, 9, 0, -3, 12]","[3, 15, 15, 3, 5]",11,<class 'list'>,<class 'list'>,<class 'list'>,5,5
613,24wXBDNybpB9ghWr2SaX8K,[2],[-14],-17,<class 'list'>,<class 'list'>,<class 'list'>,1,1
614,S29dY4anMAg7KSEoM3jkk9,"[-3, -6, -15]","[-12, -16, 8]",-3,<class 'list'>,<class 'list'>,<class 'list'>,3,3
615,U3hNkG8Kk9mvRX8bccf8rT,"[11, 7, 3]","[-6, 11, 11]",-15,<class 'list'>,<class 'list'>,<class 'list'>,3,3
616,5jjTv8KmDoNpRXXedACtkG,"[2, 6, 4, -8, 3]","[-4, -2, -8, 0, -8]",1,<class 'list'>,<class 'list'>,<class 'list'>,5,5
617,2WyhaSDiA962gyXumptTjX,"[6, 2, -6, 4, 14, -4]","[-7, 9, 9, 13, 7, 4]",0,<class 'list'>,<class 'list'>,<class 'list'>,6,6
618,TXk7xAwLJpxaDcurwBMqvh,[11],[-2],-6,<class 'list'>,<class 'list'>,<class 'list'>,1,1
619,eqiJGL7Ah4cSEnXzMy8Xbz,"[1, 1, 10, 9, -5, 3, 10, 11, 5, 11]","[9, -4, -1, -3, 0, 3, -5, 10, 10, 2]",-8,<class 'list'>,<class 'list'>,<class 'list'>,10,10
620,9CGgEQng8dWErvxaeyTiKP,[-6],[0],3,<class 'list'>,<class 'list'>,<class 'list'>,1,1
621,GGVxb3CoKwxUJnwCDNq4oN,"[-5, 4, -2]","[-1, 8, -10]",5,<class 'list'>,<class 'list'>,<class 'list'>,3,3
622,D9ASic4tzCduyygPjL3UU5,"[-2, -12, 1, -9, -5, -17, 2, -15, -10, 6, -2]","[-1, -13, 0, 6, 6, 4, -5, 6, -11, 2, -4]",-3,<class 'list'>,<class 'list'>,<class 'list'>,11,11
623,PfB8ES2PCjvNP9itfkyHqi,"[-7, 11, -9, -11, 11, -5, -10, -11, -8, -1, -6, 2, 11, 7]","[2, -1, -3, 11, 7, 5, -15, 11, -3, -3, -12, -11, 12, 3]",-6,<class 'list'>,<class 'list'>,<class 'list'>,14,14
624,Kc6auttYKxTu4is8kBVpLt,"[6, -5, -3, 9, 7]","[-2, 14, 2, 8, -3]",1,<class 'list'>,<class 'list'>,<class 'list'>,5,5
625,6GVfHFp989bHV5L2DQjju9,"[-6, -5, -6, 15, 16, -6, 10, 15, -10]","[5, -5, 11, -10, -3, 11, 14, 12, -9]",-16,<class 'list'>,<class 'list'>,<class 'list'>,9,9
626,WRQs6BJTXHYqGWsSxPMRSX,"[-1, -2, -6, 2, -13, -5, -14, 3, -15, 0, -2, -14, -5, -9]","[-11, 4, -6, -14, 7, 8, 1, 0, -4, -4, 0, -10, -6, -15]",19,<class 'list'>,<class 'list'>,<class 'list'>,14,14
627,MuzENzv6EgFQmK8oazkRAa,"[-12, -2, -3, -3]","[-16, 3, -12, 5]",14,<class 'list'>,<class 'list'>,<class 'list'>,4,4
628,GMR7KU4srrfruo2v8czwnV,"[-2, -1, -4, 6, -1, -3, 4, 8, -5]","[4, 7, 3, 4, 5, -1, 4, 7, 5]",19,<class 'list'>,<class 'list'>,<class 'list'>,9,9
629,jsKJZhua2bvxoFvKRWkNVV,"[0, -5, -4, -10]","[-9, 13, -7, -6]",2,<class 'list'>,<class 'list'>,<class 'list'>,4,4
630,5UZ5r8Xh5GgXTrTYYW6DHA,"[1, 0, 8, 11, 0, 10, -4]","[8, 4, 6, 3, 3, 13, 1]",-19,<class 'list'>,<class 'list'>,<class 'list'>,7,7
631,iQLUCACfu9toaaZdQgSxos,"[10, 4, 15]","[-1, 15, 16]",-12,<class 'list'>,<class 'list'>,<class 'list'>,3,3
632,aN8JSC8rfXnWBSKpaYnxuy,"[-4, -3, -4, -2, 4, 1, 1, 10, 13]","[7, 3, 12, -2, -8, -6, 1, 13, 12]",14,<class 'list'>,<class 'list'>,<class 'list'>,9,9
633,eA9oNWZyQAbWHPgbTCeAF2,"[13, -7, 2, -8, 0, -3, -5]","[16, 16, 6, 1, -8, -4, 9]",-12,<class 'list'>,<class 'list'>,<class 'list'>,7,7
634,MuuEwZX4rNDtVwaptp4hBM,"[10, -17, -2, 12, 11, -6]","[0, -16, -11, -9, 8, 0]",-2,<class 'list'>,<class 'list'>,<class 'list'>,6,6
635,6B3cRZUozodkWiADkxRoSV,"[13, 8, -6, 10, 4, 10]","[10, 13, 13, 7, -2, 2]",17,<class 'list'>,<class 'list'>,<class 'list'>,6,6
636,AihakQckoib6TJYrXwhfT5,"[11, 0, 8, 4, 1, -1, -3, 6]","[4, 13, -7, 1, 1, 2, 9, 1]",-3,<class 'list'>,<class 'list'>,<class 'list'>,8,8
637,jWFkHRinLUBwMAbyVi6i8J,"[0, 7, 5]","[3, -2, 2]",-15,<class 'list'>,<class 'list'>,<class 'list'>,3,3
638,hs6bRqfaRpJgTAnwjAptZ7,"[0, -9, -2, 9, 11, 1, -16, -3, 15, 0]","[-9, -7, -4, 7, -7, -2, -6, -5, -12, 10]",-11,<class 'list'>,<class 'list'>,<class 'list'>,10,10
639,6qYBfGDqEEWWxxu4igTstJ,"[1, -3, -7, -3, -4, -7, -8]","[2, 1, -11, -11, 6, -3, -8]",1,<class 'list'>,<class 'list'>,<class 'list'>,7,7
640,kAiGSRRFaodWY7hJc8cKJG,[6],[-1],-6,<class 'list'>,<class 'list'>,<class 'list'>,1,1
641,fpFLisTp9kMYV8rXFrAbiS,"[-5, -5, 2, -9, -10, -9, 1, -4, 1]","[7, -8, 8, 2, 8, -1, 1, 2, -1]",-11,<class 'list'>,<class 'list'>,<class 'list'>,9,9
642,SJCjJmA6qTHTN27jQA3svY,"[-4, -7, 6, 2, 1, 8, -2, -9, 4, -10, -4, 2]","[5, -5, -3, -6, -11, 6, 1, -10, 3, -9, -6, -5]",-11,<class 'list'>,<class 'list'>,<class 'list'>,12,12
643,CNFPTV8FdXKGSNMjWPtoWp,[],[],-6,<class 'list'>,<class 'list'>,<class 'list'>,0,0
644,KG6PbexPT8tRUYMV9ACCP4,"[14, 7, -1, 1]","[10, -3, -4, -2]",16,<class 'list'>,<class 'list'>,<class 'list'>,4,4
645,msZVHXKNphCVi75HrEtRDw,"[9, 2, 10, -3, -15, -5, -4, 3]","[-8, -10, -8, -14, 6, -5, -11, -15]",15,<class 'list'>,<class 'list'>,<class 'list'>,8,8
646,MJVd6RWHmx5tcAdDJVthbF,"[-6, -5, -2, 1, 6, -12, -6, -9, 5, -13, -2]","[5, -13, 2, 1, -3, 5, -11, -1, 2, 5, -10]",5,<class 'list'>,<class 'list'>,<class 'list'>,11,11
647,kAiGSRRFaodWY7hJc8cKJG,[6],[7],-10,<class 'list'>,<class 'list'>,<class 'list'>,1,1
648,AxE5wGbvPLnS6ewzLpUy5j,"[-14, -3, -11, -17, -3, -5]","[-11, -14, -6, 4, -10, -13]",12,<class 'list'>,<class 'list'>,<class 'list'>,6,6
649,bWQjtABVzGhsHhcmv3ypzX,"[-11, -6, -7, -1, 0]","[2, 7, -8, -10, -7]",8,<class 'list'>,<class 'list'>,<class 'list'>,5,5
650,2WPSn5XcgyWy3gj8SQ82Ve,"[-8, 3, -2, -2, -9]","[1, 1, 4, -1, -9]",3,<class 'list'>,<class 'list'>,<class 'list'>,5,5
651,QETLAqxtv2u8EPopkEoJ9N,"[0, -8, 1, -6, -7, -1, 0, -2, -5, -4, 3]","[-4, -7, -6, 2, -5, -6, -4, 4, -4, -3, 0]",-14,<class 'list'>,<class 'list'>,<class 'list'>,11,11
652,5rUxpVkz8NjQRD8E5F9m5H,"[11, 7, -3, 0, 2, -7]","[12, -8, -8, 2, 6, -2]",-1,<class 'list'>,<class 'list'>,<class 'list'>,6,6
653,Wb2y3vPBB2RqYMbJJa6Rii,"[-13, 17]","[13, -7]",0,<class 'list'>,<class 'list'>,<class 'list'>,2,2
654,KTr4a6EBUfr9dPvZYntRnV,"[13, 10, -4, 10, -6]","[4, 1, 0, -5, 2]",-18,<class 'list'>,<class 'list'>,<class 'list'>,5,5
655,32BrqY6MtcKbRHGUm3UXoH,"[1, 10, 9, 0, 7, 5, -6, 5, -8, 9, 6, -6, 11, 7]","[14, 3, 15, -4, -7, -1, 11, 14, -1, -2, 8, 6, 13, 14]",-10,<class 'list'>,<class 'list'>,<class 'list'>,14,14
656,JNsgAF6RH96JvffJyz7rU9,"[4, -5, -13, -11, -2, -10, 4, 3, 4]","[-7, -1, -11, -16, 6, 1, -12, -2, -3]",-16,<class 'list'>,<class 'list'>,<class 'list'>,9,9
657,mXPBzehxoLGz3Mo3acrRDQ,"[-9, 1, -9, -7, -10, 7, -2, 6, -11, -4, -3, -6, -1, -11]","[-1, -5, -6, 5, 7, -6, 2, 6, 4, 4, 5, 3, -3, -6]",-9,<class 'list'>,<class 'list'>,<class 'list'>,14,14
658,fAaxruA4UYbZ98K2cpMWkN,"[-3, -9, 8, 4, -4, -11, 5, -12]","[11, -1, 6, -10, -4, 11, 7, 8]",-6,<class 'list'>,<class 'list'>,<class 'list'>,8,8
659,CNFPTV8FdXKGSNMjWPtoWp,[],[],4,<class 'list'>,<class 'list'>,<class 'list'>,0,0
660,ZmgrDThbDq9epXTLAB3t52,"[2, 13, -17, -4, -7, -9, -8, 8, 5, 0]","[-7, -6, -11, -14, 5, 11, -6, 3, 14, 7]",8,<class 'list'>,<class 'list'>,<class 'list'>,10,10
661,C32PiKccsY2g4asYu6eKmw,"[4, -10, -14, 4, -13, 2, -4, -9, 3, -9]","[-12, -2, 8, -5, 0, -3, -7, -8, 6, 7]",2,<class 'list'>,<class 'list'>,<class 'list'>,10,10
662,kTZDKkfqtvUNSbDqenY577,"[3, -4, 15, -7, 15, 6, 9, -12, -11, 1, 6, 12, -3]","[3, 3, -14, -16, -14, 8, 6, 14, -1, 2, -5, 0, 4]",-13,<class 'list'>,<class 'list'>,<class 'list'>,13,13
663,4mK4LmV4t5F5yMeUimGtSQ,"[0, -12, 3, -2, -3, -2, 4, -11, -6, -8, -3]","[-4, 2, -13, -11, -4, 0, 4, -13, 0, 5, 3]",16,<class 'list'>,<class 'list'>,<class 'list'>,11,11
664,PAHpaKrvzBfwRdVbTWxWMC,"[3, 2, 2]","[2, -4, 4]",0,<class 'list'>,<class 'list'>,<class 'list'>,3,3
665,2F4KcWMwF6UdU9whM44Aop,"[-7, -8]","[-3, 6]",1,<class 'list'>,<class 'list'>,<class 'list'>,2,2
666,knwyuxvcXLpU4CG36MbQzc,"[-10, 8, -2, -2, -7]","[-10, 1, 4, -7, -7]",6,<class 'list'>,<class 'list'>,<class 'list'>,5,5
667,iQzxNfiZRtkxJeYJAgW6st,"[11, 4, 3]","[7, -2, 5]",-15,<class 'list'>,<class 'list'>,<class 'list'>,3,3
668,mV37hSVeqJXxTUyR6isgAQ,"[0, -3, -4, 11, 1, -8, 9]","[17, 11, 10, 5, -2, -1, -6]",5,<class 'list'>,<class 'list'>,<class 'list'>,7,7
669,8r8owgMrQR4XrcSc5ndR4W,"[-4, -5, 7, -5, 5, 1]","[4, 5, -7, 3, -3, -3]",-17,<class 'list'>,<class 'list'>,<class 'list'>,6,6
670,CNFPTV8FdXKGSNMjWPtoWp,[],[],12,<class 'list'>,<class 'list'>,<class 'list'>,0,0
671,HjFKjB94RdCo8XpR7UXgey,"[-5, 8, 3, 5, -7, 8, -2, -6, -11, 10, 7]","[12, 8, 4, -5, 12, -3, 0, 11, 0, 5, 12]",0,<class 'list'>,<class 'list'>,<class 'list'>,11,11
672,nmccSdzR2qnrG8p6oUz5XS,"[4, 0, 7, 1, -1, -4, 1, 5, -5, 2]","[0, 6, 8, 0, 3, 4, 7, -4, 3, 0]",5,<class 'list'>,<class 'list'>,<class 'list'>,10,10
673,3L2rZdMbQ4gKy7eQKe4uWv,"[-12, -7, 5, -4, 5, -8, -11, 3, 2, 1, -7, 5, 3]","[-6, -8, -6, -3, 5, 5, -10, -7, 0, -12, -9, -10, -4]",17,<class 'list'>,<class 'list'>,<class 'list'>,13,13
674,VhjLX6y77RbC7SAWoSKi47,"[-11, 2, -1, -11, -1, 6, 5, -3, -11]","[-3, -7, -8, -4, 2, -7, -7, -9, 0]",12,<class 'list'>,<class 'list'>,<class 'list'>,9,9
675,WNuCqnkWERTBqSRhZrGBUF,[-11],[-8],-16,<class 'list'>,<class 'list'>,<class 'list'>,1,1
676,CNFPTV8FdXKGSNMjWPtoWp,[],[],-7,<class 'list'>,<class 'list'>,<class 'list'>,0,0
677,FVgJiVrG2usuujt4U79Cn6,"[12, -10, -7, 8, -6, 1]","[2, -2, 13, 4, 7, -3]",-5,<class 'list'>,<class 'list'>,<class 'list'>,6,6
678,5HXWEciqMM9tAe9sMgDXpq,"[-4, -2, -4, -5, -1, 4, -2, 3]","[0, 4, 5, 5, -2, 3, -3, 0]",-5,<class 'list'>,<class 'list'>,<class 'list'>,8,8
679,R47Cf9TFV4VyA9PguyX7tF,"[-9, 13, 12, -5, 10]","[-18, -18, -10, -12, 14]",-18,<class 'list'>,<class 'list'>,<class 'list'>,5,5
680,TLseHCNeNhfR3N3d8HvCLm,"[-8, 4, -5, 3, -3, -1, 4, 1, -4, 3]","[-8, -8, 0, -7, 3, 3, 5, 4, -7, 4]",-11,<class 'list'>,<class 'list'>,<class 'list'>,10,10
681,49d7rFozFJCtQFvk5ZaKuJ,"[11, -3, 11, 1, 6, 0, -3, -10, 8, -9, -8, -9, 8]","[-1, -10, -2, 5, -5, -9, 10, 10, -3, 5, 13, 10, 10]",-16,<class 'list'>,<class 'list'>,<class 'list'>,13,13
682,QQ2Jy9chUuciif5GmLjRP6,"[-4, -14, 2]","[-7, -15, -2]",-13,<class 'list'>,<class 'list'>,<class 'list'>,3,3
683,cwGBT5CH9HcrLp6D8KvCYm,"[4, -12, -8, -8, 1, -3, 5, -10, 6, -8, 4, -16, -7]","[-3, -14, 2, 8, -7, 5, -5, -14, -8, -5, -3, -16, -15]",12,<class 'list'>,<class 'list'>,<class 'list'>,13,13
684,buGb7aicDaWygz9AjaGEGq,"[-6, -9]","[-10, 6]",16,<class 'list'>,<class 'list'>,<class 'list'>,2,2
685,gf95FtxXqbMsZcDiudNaRh,"[-2, -6, 8, -5, -13]","[0, 0, -10, 6, 4]",0,<class 'list'>,<class 'list'>,<class 'list'>,5,5
686,gUypEVp7tdKhRf5xZK8yPT,[-7],[-4],16,<class 'list'>,<class 'list'>,<class 'list'>,1,1
687,nNCwHJk9vkwQgtwvi9XQke,"[11, 8, 2, -9, -9, 14, 6, 14]","[14, 13, 15, 15, 0, -3, 1, 11]",1,<class 'list'>,<class 'list'>,<class 'list'>,8,8
688,knwjqR3fYz7rn2kHVKD9fB,"[-9, -2]","[-16, 13]",6,<class 'list'>,<class 'list'>,<class 'list'>,2,2
689,RJrQVCBa4CJuCaoMj7AuKm,"[-6, -5, 11, -1, 2, 9, -5]","[-3, 3, -7, -5, -5, 12, 7]",13,<class 'list'>,<class 'list'>,<class 'list'>,7,7
690,CNFPTV8FdXKGSNMjWPtoWp,[],[],11,<class 'list'>,<class 'list'>,<class 'list'>,0,0
691,2HwcUJVVHNYSLC2kJzzHjc,"[7, 9, -13, 4, -2, -14, -10]","[11, 11, 3, -9, -9, 4, 8]",-2,<class 'list'>,<class 'list'>,<class 'list'>,7,7
692,KiheEDKsnCHu9bsTDYhcSq,"[-7, 18, -10, -6]","[10, 13, -4, 11]",0,<class 'list'>,<class 'list'>,<class 'list'>,4,4
693,93ztQRbKYKEwS6xjEcpqnC,[-8],[-6],-5,<class 'list'>,<class 'list'>,<class 'list'>,1,1
694,TX9FvQBJ7EKoab7DYUwVu4,[9],[-6],-2,<class 'list'>,<class 'list'>,<class 'list'>,1,1
695,TkRA76eDygPvz6bKjWACSn,"[-2, -10]","[-4, -8]",-11,<class 'list'>,<class 'list'>,<class 'list'>,2,2
696,Sgiz4pAgw9X3TPzjkHs4PT,[-13],[-16],-16,<class 'list'>,<class 'list'>,<class 'list'>,1,1
697,TLw6daWWbBnsGrtNYkJCCG,"[5, 2, 7, 7, 6]","[2, -2, 7, 7, -1]",-2,<class 'list'>,<class 'list'>,<class 'list'>,5,5
698,HXLMSNa9LWpXguKf74yePq,"[-10, 10, 11, 1]","[3, 7, 12, 8]",3,<class 'list'>,<class 'list'>,<class 'list'>,4,4
699,o5Ufee5qQpcSv8ZhoV8TGw,"[-9, -12, 0]","[-6, 1, -12]",12,<class 'list'>,<class 'list'>,<class 'list'>,3,3
700,WRAHiFDptm62yjcLncb9Gv,"[-5, -7, 7, 0, -4, -7, 1, -4, -2, 5]","[9, 0, 1, 8, 8, 5, 9, -4, 4, 5]",16,<class 'list'>,<class 'list'>,<class 'list'>,10,10
701,CH3beeMo7QWJcbP6VwYHRd,"[0, -1, 3, -1, -4, -4]","[-3, -1, 8, 4, 6, 4]",-6,<class 'list'>,<class 'list'>,<class 'list'>,6,6
702,mgZCewjJPmzdBRStDt2qa3,"[-8, 0]","[-1, 1]",-19,<class 'list'>,<class 'list'>,<class 'list'>,2,2
703,SMhtvULTauwpNFu3xjWfWh,"[-1, 3, -6, 3, -2]","[-3, -12, 0, -8, -1]",-7,<class 'list'>,<class 'list'>,<class 'list'>,5,5
704,5VzJH9C9f69dzekY2zEjXX,"[-4, -2, 13, -7, 2, 2, -5, 7, 5, 4, 10, -4]","[6, -6, 3, 1, 7, 8, 1, -3, -7, 13, 7, -7]",15,<class 'list'>,<class 'list'>,<class 'list'>,12,12
705,HsgEXi5jjwdC5r67iCJbXX,"[9, 7, 5, 2, 11]","[5, -7, 9, -9, 3]",-17,<class 'list'>,<class 'list'>,<class 'list'>,5,5
706,e74dk2z4RR2z2SvaScMp9d,"[-12, -8, -4, -8, -6]","[-12, -9, -13, -13, -5]",-18,<class 'list'>,<class 'list'>,<class 'list'>,5,5
707,WLeS6vaYgi4NdMwokvmtSL,"[-4, 4, 1, -5, 12, 7, -1]","[5, 8, 10, 1, 13, 8, 0]",-11,<class 'list'>,<class 'list'>,<class 'list'>,7,7
